Item #,Quantity On Hand,Updated Qty,Item,Item Description,Color,Size,Team,Division/Logo,Date of Last Use,Category,Thumbnail,Image
CUP1602   ,1,1,RAIN JACKET,"GREG NORMAN, TOUR, FEDEXCUP",BLACK,MD,,,9/25/14,Donations,Untitled_files/thumbails/209b.jpg,Untitled_files/fullsize/209b.jpg
CUP1604   ,10,10,RAIN JACKET,"GREG NORMAN, TOUR, FEDEXCUP",BLACK,XL,,,1/14/15,Donations,Untitled_files/thumbails/394.jpg,Untitled_files/fullsize/394.jpg
CUP1605   ,6,6,RAIN JACKET,"GREG NORMAN, TOUR, FEDEXCUP",BLACK,2XL,,,5/19/15,Donations,Untitled_files/thumbails/394.jpg,Untitled_files/fullsize/394.jpg
CUP1612   ,7,7,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,MD,,,12/11/14,Donations,Untitled_files/thumbails/394.jpg,Untitled_files/fullsize/394.jpg
CUP1613   ,19,19,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,LG,,,9/13/13,Donations,Untitled_files/thumbails/403.jpg,Untitled_files/fullsize/403.jpg
CUP1614   ,24,24,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,XL,,,6/16/10,Donations,Untitled_files/thumbails/403.jpg,Untitled_files/fullsize/403.jpg
CUP1615   ,12,12,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,2XL,,,6/16/10,Donations,Untitled_files/thumbails/403.jpg,Untitled_files/fullsize/403.jpg
CUP1622   ,6,6,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",COBALT,MD,,,12/11/14,Donations,Untitled_files/thumbails/403.jpg,Untitled_files/fullsize/403.jpg
CUP1623   ,21,21,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",COBALT,LG,,,9/13/13,Donations,Untitled_files/thumbails/405.jpg,Untitled_files/fullsize/405.jpg
CUP1624   ,24,24,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",COBALT,XL,,,6/16/10,Donations,Untitled_files/thumbails/405.jpg,Untitled_files/fullsize/405.jpg
CUP1625   ,12,12,"SHIRT, LONG SLEEVE","MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",COBALT,2XL,,,6/16/10,Donations,Untitled_files/thumbails/405.jpg,Untitled_files/fullsize/405.jpg
CUP1632   ,5,4,POLO,"GREG NORMAN, FEDEXCUP",BLACK,MD,,,2/12/16,Donations,Untitled_files/thumbails/405.jpg,Untitled_files/fullsize/405.jpg
CUP1633   ,19,19,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,LG,,,1/31/14,Donations,Untitled_files/thumbails/432.jpg,Untitled_files/fullsize/432.jpg
CUP1634   ,14,15,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,XL,,,4/20/15,Donations,Untitled_files/thumbails/432.jpg,Untitled_files/fullsize/432.jpg
CUP1635   ,11,11,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",BLACK,2XL,,,4/17/14,Donations,Untitled_files/thumbails/432.jpg,Untitled_files/fullsize/432.jpg
CUP1642   ,8,8,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",FROST,MD,,,2/8/16,Donations,Untitled_files/thumbails/432.jpg,Untitled_files/fullsize/432.jpg
CUP1643   ,23,13,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",FROST,LG,,,8/9/16,Donations,Untitled_files/thumbails/431a.jpg,Untitled_files/fullsize/431a.jpg
CUP1644   ,24,29,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",FROST,XL,,,1/14/15,Donations,Untitled_files/thumbails/431a.jpg,Untitled_files/fullsize/431a.jpg
CUP1645   ,21,921,POLO,"MICRO GINGHAM WOVEN, GREG NORMAN, FEDEXCUP",FROST,2XL,,,5/19/15,Donations,Untitled_files/thumbails/431a.jpg,Untitled_files/fullsize/431a.jpg
CUP1653   ,20,27,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",CARDINAL,LG,,,6/26/13,Donations,Untitled_files/thumbails/431a.jpg,Untitled_files/fullsize/431a.jpg
CUP1654   ,27,10,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",CARDINAL,XL,,,3/6/12,Donations,Untitled_files/thumbails/433.jpg,Untitled_files/fullsize/433.jpg
CUP1655   ,10,11,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",CARDINAL,2XL,,,4/17/14,Donations,Untitled_files/thumbails/433.jpg,Untitled_files/fullsize/433.jpg
CUP1662   ,11,28,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",YELLOW,MD,,,2/8/16,Donations,Untitled_files/thumbails/433.jpg,Untitled_files/fullsize/433.jpg
CUP1663   ,28,28,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",YELLOW,LG,,,11/10/11,Donations,Untitled_files/thumbails/885.jpg,Untitled_files/fullsize/885.jpg
CUP1664   ,28,13,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",YELLOW,XL,,,6/29/12,Donations,Untitled_files/thumbails/885.jpg,Untitled_files/fullsize/885.jpg
CUP1665   ,13,1,POLO,"TEXTURED JACQUARD, GREG NORMAN, FEDEXCUP",YELLOW,2XL,,,9/3/10,Donations,Untitled_files/thumbails/885.jpg,Untitled_files/fullsize/885.jpg
CUP1673   ,1,28,POLO,"STRIPED, GREG NORMAN, FEDEXCUP",WHITE,LG,,,9/5/13,Donations,Untitled_files/thumbails/435.jpg,Untitled_files/fullsize/435.jpg
CUP1674   ,28,5,POLO,"STRIPED, GREG NORMAN, FEDEXCUP",WHITE,XL,,,3/6/12,Donations,Untitled_files/thumbails/435.jpg,Untitled_files/fullsize/435.jpg
CUP1684   ,5,74,POLO,"STRIPED, GREG NORMAN, FEDEXCUP",NAVY,XL,,,2/8/13,Donations,Untitled_files/thumbails/434.jpg,Untitled_files/fullsize/434.jpg
CUP1690   ,58,26,TOTE,"BOAT GROMMET, PGA TOUR/FEDEX",BLACK,,,,10/24/13,Hospitality Supplies,Untitled_files/thumbails/859.jpg,Untitled_files/fullsize/859.jpg
CUP1692   ,26,37,UMBRELLA,"BLACK, FEDEXCUP, FULL SIZE",BLACK,FULL SIZE,,,3/17/16,Hospitality Supplies,Untitled_files/thumbails/873.jpg,Untitled_files/fullsize/873.jpg
CUP1693   ,9,9,PIN FLAG,"TROPHY ICON, FOR AUTOGRAPHS",,,,,6/23/14,Miscellaneous,Untitled_files/thumbails/335.jpg,Untitled_files/fullsize/335.jpg
CUP1694   ,"1,500","2,117",TICKET HOLDER,"TWO PART, 4 1/2" X 9", BLANK""WO PART, 4 1",,"4 1/2" X 9""" 1/2"""",,,6/10/16,Credentials,Untitled_files/thumbails/259a.jpg,Untitled_files/fullsize/259a.jpg
CUP1699   ,30,30,WHIP TRAINER,"GOLDEN MODEL, ORANGE",ORANGE,,,,7/22/10,Donations,Untitled_files/thumbails/849.jpg,Untitled_files/fullsize/849.jpg
CUP1733   ,2,2,TABLECLOTH,"FOR 4' TABLE, BLACK POLY POPLIN, FEDEX IN WHITE/ORANGE",BLACK,4',,,5/7/12,Hospitality Supplies,Untitled_files/thumbails/315.jpg,Untitled_files/fullsize/315.jpg
CUP1736   ,"2,262","1,062",SUNSCREEN PACKET,"SPF 15, FEDEXCUP",,,,,6/23/14,Hospitality Supplies,Untitled_files/thumbails/023.jpg,Untitled_files/fullsize/023.jpg
CUP1737   ,60,60,BAG,"FROSTED WITH HANDLES: FEDEX IN PURPLE: 18" X 24"""ROSTED",FROSTED W/FEDEX IN PURPLE,"18" x 24"""8" x 2""" x "" x ",,,2/6/13,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP1738   ,"1,211","1,402",BAG,"FROSTED W/HANDLES: 16" X 12": FEDEX IN BLACK""ROSTED W/HANDLES: 16" ""O",FROSTED W/ BLK FEDEX,,,,3/28/13,Hospitality Supplies,Untitled_files/thumbails/149.jpg,Untitled_files/fullsize/149.jpg
CUP1740   ,2,2,PUTTER,"SCOTTY CAMERON: STIDIO SELECT 35"""",,"35"""",,,5/16/16,Golf Clubs,Untitled_files/thumbails/393a.jpg,Untitled_files/fullsize/393a.jpg
CUP1742   ,28,28,CUP,BLACK: FESJC TWO COLOR LOGO,,,,,6/25/15,FESJC,Untitled_files/thumbails/358.jpg,Untitled_files/fullsize/358.jpg
CUP1744   ,40,39,GIFT SACK # 2,"INCLUDES COTTON CINCHBAG, STAINLESS TUMBLER, CAP, USB DRIVE, LIP BALM, EGRIP, AND TOWEL",,,,,7/19/16,Donations,Untitled_files/thumbails/422.jpg,Untitled_files/fullsize/422.jpg
CUP1774   ,1,1,GOLF CLUB,ADAMS HYBRIDS,,,,,6/20/16,Golf Clubs,Untitled_files/thumbails/548a.jpg,Untitled_files/fullsize/548a.jpg
CUP1776   ,6,6,WINE STOPPER,ZIPPO: SILVER,SILVER,,,,9/25/14,Donations,Untitled_files/thumbails/418.jpg,Untitled_files/fullsize/418.jpg
CUP1777   ,1,1,PAINTING,5' X 7' : LUKE DONALD,,5' X 7',,,10/17/11,Miscellaneous,Untitled_files/thumbails/269.jpg,Untitled_files/fullsize/269.jpg
CUP1780   ,1,1,PAINTING,5' X 7' : JIM FURYK,,5' X 7',,,9/15/11,Miscellaneous,Untitled_files/thumbails/270.jpg,Untitled_files/fullsize/270.jpg
CUP1781   ,1,1,PAINTING,5' X 7' : ADAM SCOTT,,5' X 7',,,10/17/11,Miscellaneous,Untitled_files/thumbails/271.jpg,Untitled_files/fullsize/271.jpg
CUP1782   ,4,5,TERVIS TUMBLER,16 OZ WITH LID: FEDEXCUP,,16 OZ,,,4/20/15,Donations,Untitled_files/thumbails/430.jpg,Untitled_files/fullsize/430.jpg
CUP1783   ,1,1,PAINTING,CHARLEY HOFFMAN: 5' x 7',,5' x 7',,,9/15/11,Miscellaneous,Untitled_files/thumbails/272a.jpg,Untitled_files/fullsize/272a.jpg
CUP1784   ,27,27,IPAD CASE,BARRINGTON LEATHER: FEDEXCUP,,,,,9/25/14,Donations,Untitled_files/thumbails/846.jpg,Untitled_files/fullsize/846.jpg
CUP1785   ,41,41,CAP,LADIES; IMPERIAL: WHITE WITH FEDEXCUP /TOUR CHAMPIONSHIP BY COCA-COLA: POLY/COTTON,WHITE,,,,9/9/14,Donations,Untitled_files/thumbails/399.jpg,Untitled_files/fullsize/399.jpg
CUP1788   ,35,35,BOTTLE HOLDERS,(FOR COCA-COLA BOTTLES): FEDEX TUBE,,,,,10/17/11,Miscellaneous,Untitled_files/thumbails/177.jpg,Untitled_files/fullsize/177.jpg
CUP1790   ,1,1,PAINTING,WEBB SIMPSON: 5' X 7',,5' X 7',,,10/17/11,Miscellaneous,Untitled_files/thumbails/273.jpg,Untitled_files/fullsize/273.jpg
CUP1791   ,1,1,PAINTING,HUNTER MAHAN: 5' X 7',,5' X 7',,,10/17/11,Miscellaneous,Untitled_files/thumbails/274.jpg,Untitled_files/fullsize/274.jpg
CUP1793   ,4,4,SKY CADDIE SG5 GPS,WITH TEMPORARY CART MOUNT,,,,,1/21/13,Premium Give-aways,Untitled_files/thumbails/163.jpg,Untitled_files/fullsize/163.jpg
CUP1795   ,8,7,WRAP,PETER MILLAR: CASHMERE: BLACK,BLACK,,,,11/18/14,Donations,Untitled_files/thumbails/397.jpg,Untitled_files/fullsize/397.jpg
CUP1803   ,1,4,SWEATER,PETER MILLAR: CASHMERE: BLACK,BLACK,LG,,,1/31/14,Donations,Untitled_files/thumbails/397.jpg,Untitled_files/fullsize/397.jpg
CUP1804   ,2,4,SWEATER,PETER MILLAR: CASHMERE: BLACK,BLACK,XL,,,11/4/13,Donations,Untitled_files/thumbails/395.jpg,Untitled_files/fullsize/395.jpg
CUP1805   ,4,10,SWEATER,PETER MILLAR: CASHMERE: BLACK,BLACK,2XL,,,9/4/13,Donations,Untitled_files/thumbails/395.jpg,Untitled_files/fullsize/395.jpg
CUP1810   ,602,592,NOTEBOOK,"5" X 7": FEDEXCUP: FLORENTINE LEATHER""" X 7": FEDEXCUP: FLORENTINE LEATHE"" X 7": FEDEXCUP: FLORENTINE LEATHE""X 7": FEDEXCUP: FLORENTINE LE"" 7": FEDEXCUP: FLORENTINE""7": FEDEXCUP: FLORENTI""": FEDEXCUP: FLORENT"": FEDEXCUP: FLORENT",,"5" X 7"""" X 7"" X 7",,,4/29/16,Miscellaneous,Untitled_files/thumbails/377.jpg,Untitled_files/fullsize/377.jpg
CUP1821   ,7,7,POLO,GRAY: CRAZY BRAND: FESJC LOGO: SM,,SM,,,1/20/12,Donations,Untitled_files/thumbails/377.jpg,Untitled_files/fullsize/377.jpg
CUP1822   ,7,9,POLO,GRAY: CRAZY BRAND: FESJC LOGO: M,,M,,,1/29/14,Donations,Untitled_files/thumbails/384.jpg,Untitled_files/fullsize/384.jpg
CUP1823   ,19,19,POLO,GRAY: CRAZY BRAND: FESJC LOGO: LG,,LG,,,1/20/12,Donations,Untitled_files/thumbails/384.jpg,Untitled_files/fullsize/384.jpg
CUP1824   ,11,11,POLO,GRAY: CRAZY BRAND: FESJC LOGO: XL,,XL,,,6/10/14,Donations,Untitled_files/thumbails/384.jpg,Untitled_files/fullsize/384.jpg
CUP1861   ,7,6,APRON,BLACK: FEDEXCUP,BLACK,,,,5/16/16,Hospitality Supplies,Untitled_files/thumbails/064.jpg,Untitled_files/fullsize/064.jpg
CUP1862   ,"50,237","49,480",CUP,17 OZ PURPLE WITH WHITE FEDEXCUP,17 OZ,PURPLE,,,6/10/16,Hospitality Supplies,Untitled_files/thumbails/024b.jpg,Untitled_files/fullsize/024b.jpg
CUP1873   ,3,2,POLO,LADIES' NIKE GOLF ELITE DRI FIT OTTOMAN: VIBRANT BLUE: FEDEXCUP: LG,VIBRANT BLUE,LG,,,3/2/16,Donations,Untitled_files/thumbails/893.jpg,Untitled_files/fullsize/893.jpg
CUP1874   ,3,3,POLO,LADIES' NIKE GOLF ELITE DRI FIT OTTOMAN: VIBRANT BLUE: FEDEXCUP: XL,VIBRANT BLUE,XL,,,7/18/13,Donations,Untitled_files/thumbails/893.jpg,Untitled_files/fullsize/893.jpg
CUP1881   ,3,3,POLO,LADIES' NIKE GOLF ELITE DRI FIT OTTOMAN: BLACK: FEDEXCUP: SM,BLACK,SM,,,7/10/13,Donations,Untitled_files/thumbails/893.jpg,Untitled_files/fullsize/893.jpg
CUP1884   ,2,2,POLO,LADIES' NIKE GOLF ELITE DRI FIT OTTOMAN: BLACK: FEDEXCUP: XL,BLACK,XL,,,7/18/13,Donations,Untitled_files/thumbails/891.jpg,Untitled_files/fullsize/891.jpg
CUP1890   ,1,1,BAG,OGIO TERMINAL: BLACK,BLACK,,,,7/10/13,Staff Apparel,Untitled_files/thumbails/327.jpg,Untitled_files/fullsize/327.jpg
CUP1892   ,14,14,SHOE BAG,LEATHER: FEDEXCUP,, ,,,9/4/13,Donations,Untitled_files/thumbails/428.jpg,Untitled_files/fullsize/428.jpg
CUP1893   ,1,1,PAINTING,JASON DAY,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/275.jpg,Untitled_files/fullsize/275.jpg
CUP1894   ,1,1,PAINTING,LUKE DONALD,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/276.jpg,Untitled_files/fullsize/276.jpg
CUP1895   ,1,1,PAINTING,RICKIE FOWLER,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/277.jpg,Untitled_files/fullsize/277.jpg
CUP1896   ,1,1,PAINTING,JIM FURYK,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/278.jpg,Untitled_files/fullsize/278.jpg
CUP1897   ,1,1,PAINTING,BILL HAAS,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/279.jpg,Untitled_files/fullsize/279.jpg
CUP1898   ,1,1,PAINTING,CHARLEY HOFFMAN,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/280.jpg,Untitled_files/fullsize/280.jpg
CUP1899   ,1,1,PAINTING,DUSTIN JOHNSON,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/281.jpg,Untitled_files/fullsize/281.jpg
CUP1900   ,1,1,PAINTING,HUNTER MAHAN,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/282.jpg,Untitled_files/fullsize/282.jpg
CUP1901   ,1,1,PAINTING,ADAM SCOTT,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/283.jpg,Untitled_files/fullsize/283.jpg
CUP1902   ,1,1,PAINTING,WEBB SIMPSON,," 24" X 36"""24" X ""4" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/284.jpg,Untitled_files/fullsize/284.jpg
CUP1903   ,1,1,PAINTING,JASON DAY,," 48" X 72"""48" X ""8" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/285.jpg,Untitled_files/fullsize/285.jpg
CUP1904   ,1,1,PAINTING,RICKIE FOWLER,," 48" X 72"""48" X ""8" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/286.jpg,Untitled_files/fullsize/286.jpg
CUP1905   ,1,1,PAINTING,BILL HAAS,," 48" X 72"""48" X ""8" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/287.jpg,Untitled_files/fullsize/287.jpg
CUP1906   ,1,1,PAINTING,DUSTIN JOHNSON,," 48" X 72"""48" X ""8" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/288.jpg,Untitled_files/fullsize/288.jpg
CUP1907   ,5,5,PHOTO OF PAINTING,JASON DAY,," 18" X  24"""18" X  ""8" X""" "" ",,,6/5/12,Miscellaneous,Untitled_files/thumbails/291.jpg,Untitled_files/fullsize/291.jpg
CUP1908   ,5,5,PHOTO OF PAINTING,LUKE DONALD,," 18" X  24" ""18" X  2""8" X """ X"" X",,,3/16/12,Miscellaneous,Untitled_files/thumbails/292.jpg,Untitled_files/fullsize/292.jpg
CUP1909   ,5,5,PHOTO OF PAINTING,RICKIE FOWLER,," 18" X 24"""18" X ""8" """""",,,3/16/12,Miscellaneous,Untitled_files/thumbails/293.jpg,Untitled_files/fullsize/293.jpg
CUP1910   ,6,6,PHOTO OF PAINTING,JIM FURYK,," 18" X  24"""18" X  ""8" X""" "" ",,,3/13/12,Miscellaneous,Untitled_files/thumbails/294.jpg,Untitled_files/fullsize/294.jpg
CUP1911   ,5,5,PHOTO OF PAINTING,BILL HAAS,,"18" X  24" ""8" X  24""" X  2"" X  2",,,6/5/12,Miscellaneous,Untitled_files/thumbails/295.jpg,Untitled_files/fullsize/295.jpg
CUP1912   ,6,6,PHOTO OF PAINTING,CHARLEY HOFFMAN,," 18" X 24"""18" X ""8" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/296.jpg,Untitled_files/fullsize/296.jpg
CUP1913   ,5,5,PHOTO OF PAINTING,DUSTIN JOHNSON,,"18" X 24"""8" X 2""" X "" X ",,,6/5/12,Miscellaneous,Untitled_files/thumbails/297.jpg,Untitled_files/fullsize/297.jpg
CUP1914   ,5,1,PHOTO OF PAINTING,HUNTER MAHAN,," 18" X 24" ""18" X 2""8" X""" "" ",,,6/5/12,Miscellaneous,Untitled_files/thumbails/298.jpg,Untitled_files/fullsize/298.jpg
CUP1915   ,6,6,PHOTO OF PAINTING,ADAM SCOTT,," 18" X 24" ""18" X 2""8" X""" "" ",,,3/13/12,Miscellaneous,Untitled_files/thumbails/299.jpg,Untitled_files/fullsize/299.jpg
CUP1916   ,5,5,PHOTO OF PAINTING,WEBB SIMPSON,," 18" X 24" ""18" X 2""8" X""" "" ",,,6/5/12,Miscellaneous,Untitled_files/thumbails/300.jpg,Untitled_files/fullsize/300.jpg
CUP1917   ,1,1,PHOTO OF PAINTING,RICKIE FOWLER,," 48" X 72"""48" X ""8" """""",,,3/13/12,Miscellaneous,Untitled_files/thumbails/289.jpg,Untitled_files/fullsize/289.jpg
CUP1919   ,75,75,WATER BOTTLE,FESJC,,,,,2/29/16,FESJC,Untitled_files/thumbails/356.jpg,Untitled_files/fullsize/356.jpg
CUP1921   ,8,7,WINE CHARMS,BOXED SET OF 4; BOX AND ITEMS LOGO'D WITH FEDEX,,SET OF 4,,,9/27/13,Donations,Untitled_files/thumbails/424.jpg,Untitled_files/fullsize/424.jpg
CUP1922   ,2,2,SIGN,"2-SIDED DIRENCTIONAL; WHITE & GRAY FEDEX LOGO, SIGN PURPLE, ARROWS WHITE",,,,,5/16/16,Signage,Untitled_files/thumbails/240.jpg,Untitled_files/fullsize/240.jpg
CUP1924   ,6,6,NAPKIN HOLDER,"WHITE, PURPLE FEDEXCUP LOGO",WHITE,,,,5/23/16,Hospitality Supplies,Untitled_files/thumbails/872.jpg,Untitled_files/fullsize/872.jpg
CUP1925   ,1,1,PILLOW,"WHITE SATIN, PURPLE & GRAY FEDEX LOGO",WHITE SATIN,,,,5/23/16,Miscellaneous,Untitled_files/thumbails/245.jpg,Untitled_files/fullsize/245.jpg
CUP1953   ,15,15,NAPKIN,DINNER; FESJC,WHITE,PACK OF 50,,,6/25/15,Miscellaneous,Untitled_files/thumbails/876.jpg,Untitled_files/fullsize/876.jpg
CUP1956   ,3,3,PELICAN,FOR FEDEXCUP SHIPPING,,,,,10/11/13,Miscellaneous,Untitled_files/thumbails/317.jpg,Untitled_files/fullsize/317.jpg
CUP1957   ,191,191,NAPKIN,BEVERAGE; FEDEXCUP (PURPLE),,PACK OF 250,,,6/28/16,Hospitality Supplies,Untitled_files/thumbails/152.jpg,Untitled_files/fullsize/152.jpg
CUP1958   ,99,87,NAPKIN,DINNER; FEDEXCUP (PURPLE),,PACK OF 200,,,6/28/16,Hospitality Supplies,Untitled_files/thumbails/323.jpg,Untitled_files/fullsize/323.jpg
CUP1959   ,418,411,NAME BADGE,"PURPLE W/MAGNET: FEDEXCUP: 1.5" X 3"""URPLE",PURPLE,"1.5" X 3""".5" X""5"""",,,2/8/16,Credentials,Untitled_files/thumbails/026.jpg,Untitled_files/fullsize/026.jpg
CUP1960   ,41,41,NAME BADGE,"WHITE W/MAGNET: FEDEXCUP: 1.5" X 3"""HITE ",WHITE,"1.5" X 3""".5" X""5"""",,,6/8/16,Credentials,Untitled_files/thumbails/027.jpg,Untitled_files/fullsize/027.jpg
CUP1961   ,"1,158","1,158",GUM,PROMO PACK: FEDEXCUP,,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/153.jpg,Untitled_files/fullsize/153.jpg
CUP1962   ,405,405,ENVELOPE,# 10 STRING TIE: PURPLE,PURPLE,# 10,,,5/20/16,Credentials,Untitled_files/thumbails/153.jpg,Untitled_files/fullsize/153.jpg
CUP1964   ,225,215,SEAT CUSHION,PURPLE: FEDEXCUP,PURPLE,,,,10/16/13,Hospitality Supplies,Untitled_files/thumbails/310.jpg,Untitled_files/fullsize/310.jpg
CUP1965   ,399,399,CUP,10 OZ FROSTED TUMBLER: TRANSLUCENT: NO LOGO,,10 OZ,,,2/8/16,Hospitality Supplies,Untitled_files/thumbails/249b.jpg,Untitled_files/fullsize/249b.jpg
CUP1966   ,2,2,TRIPOD,BLACK COLLAPSIBLE,BLACK,,,,11/18/15,Hospitality Supplies,Untitled_files/thumbails/250.jpg,Untitled_files/fullsize/250.jpg
CUP1967   ,3,3,FRAME,"9.5" X 7.5""".5" X 7""5" X""" "" ",,"9.5" X 7.5""".5" X 7""5" X""" "" ",,,6/28/12,Hospitality Supplies,Untitled_files/thumbails/251.jpg,Untitled_files/fullsize/251.jpg
CUP1968   ,3,3,IPAD COVERS/LOCKS,,,,,,7/3/12,Hospitality Supplies,Untitled_files/thumbails/248.jpg,Untitled_files/fullsize/248.jpg
CUP1969   ,20,20,TERVIS TUMBLER,24 OZ; MUIRFIELD VILLAGE GOLF CLUB,,,,,10/4/12,Miscellaneous,Untitled_files/thumbails/429.jpg,Untitled_files/fullsize/429.jpg
CUP1970   ,10,10,HAT,AHEAD; SANDWICH,NAVY/KHAKI ,,,,10/4/12,Donations,Untitled_files/thumbails/389.jpg,Untitled_files/fullsize/389.jpg
CUP1971   ,12,12,HAT,AHEAD; SANDWICH; THE PRESIDENTS CUP,TAUPE/KHAKI ,,,,10/4/12,Donations,Untitled_files/thumbails/390.jpg,Untitled_files/fullsize/390.jpg
CUP1973   ,223,203,CAP,WHITE/BLACK;  NIKE GOLF STAY COOL;  FESJC ON FRONT,WHITE/BLACK,,,,6/3/16,FESJC,Untitled_files/thumbails/350.jpg,Untitled_files/fullsize/350.jpg
CUP1975   ,625,625,AUTOGRAPH CARDS,"7" X 5 1/4" FEDEXCUP WITH TROPHY""" X 5 1/4" FEDEXCUP WITH TROPH"" X 5 1/4" FEDEXCUP WITH TROPH""X 5 1/4" FEDEXCUP WI"" 5 1/4" FEDE""5 1/4",,,,,8/23/16,Hospitality Supplies,Untitled_files/thumbails/365.jpg,Untitled_files/fullsize/365.jpg
CUP1976   ,1,1,SIGNAGE,PGA/FEDEXCUP;  WELCOME FEDEX GUESTS,BLACK,2' X 3',,,11/18/15,Signage,Untitled_files/thumbails/232.jpg,Untitled_files/fullsize/232.jpg
CUP1977   ,1,1,SIGNAGE,PGA/FEDEXCUP;  PRIVATE FUNCTION,BLACK,2' X 3',,,10/9/15,Signage,Untitled_files/thumbails/233.jpg,Untitled_files/fullsize/233.jpg
CUP1978   ,5,4,SIGNAGE,PGA/FEDEXCUP;  DIRECTION WITH VELCRO ARROWS,BLACK,2' X 3',,,11/18/15,Signage,Untitled_files/thumbails/234.jpg,Untitled_files/fullsize/234.jpg
CUP1979   ,1,1,SIGNAGE,PGA/FEDEXCUP;  FEDEX SALUTES SMALL BUSINESS,BLACK,2' X 3',,,10/11/13,Signage,Untitled_files/thumbails/235.jpg,Untitled_files/fullsize/235.jpg
CUP1990   ,2,1,SIGNAGE,PGA/FEDEXCUP;  HOSPITALITY SUITE,BLACK,2' X 3',,,11/18/15,Signage,Untitled_files/thumbails/236.jpg,Untitled_files/fullsize/236.jpg
CUP1993   ,1,1,GOLF BAG,IJP DESIGN;  BLUE PLAID (NO LOGO),BLUE PLAID,,,,11/19/12,Miscellaneous,Untitled_files/thumbails/326.jpg,Untitled_files/fullsize/326.jpg
CUP1994   ,57,57,LUGGAGE TAG,PURPLE; WHITE & PLATINUM FEDEX LOGO,PURPLE,,,,7/11/13,Donations,Untitled_files/thumbails/423.jpg,Untitled_files/fullsize/423.jpg
CUP1995   ,1,1,SIGNAGE,BLACK 8 X 11 3/4 - CHECK IN,BLACK,8 X 11 3/4,,,9/25/14,Signage,Untitled_files/thumbails/321.jpg,Untitled_files/fullsize/321.jpg
CUP1996   ,3,3,NAME TAG,FEDEX CUP; WHITE BACKGROUND: DON COLLERAN,WHITE BACKGROUND,,,,9/15/15,Miscellaneous,Untitled_files/thumbails/230.jpg,Untitled_files/fullsize/230.jpg
CUP1997   ,4,4,NAME TAG,FEDEX CUP; WHITE BACKGROUND; DAN MULLALLY,WHITE BACKGROUND,,,,9/15/15,Miscellaneous,Untitled_files/thumbails/231.jpg,Untitled_files/fullsize/231.jpg
