Item #,Quantity On Hand,Updated Qty,Item,Item Description,Color,Size,Team,Division/Logo,Date of Last Use,Category,Thumbnail,Image
CUP2341   ,2,2,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, SM",PURPLE,SM,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2342   ,8,8,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, MD",PURPLE,MD,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2343   ,22,22,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, LG",PURPLE,LG,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2344   ,8,8,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, XL",PURPLE,XL,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2345   ,15,15,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 2XL",PURPLE,2XL,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2346   ,1,1,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 3XL",PURPLE,3XL,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2347   ,1,1,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 4XL",PURPLE,4XL,,,7/2/15,FESJC,Untitled_files/thumbails/956a.jpg,Untitled_files/fullsize/956a.jpg
CUP2351   ,5,5,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, SM",PURPLE,SM,,,7/2/15,FESJC,Untitled_files/thumbails/957a.jpg,Untitled_files/fullsize/957a.jpg
CUP2352   ,6,6,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, MD",PURPLE,MD,,,7/2/15,FESJC,Untitled_files/thumbails/957a.jpg,Untitled_files/fullsize/957a.jpg
CUP2353   ,7,7,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, LG",PURPLE,LG,,,2/29/16,FESJC,Untitled_files/thumbails/957a.jpg,Untitled_files/fullsize/957a.jpg
CUP2354   ,10,10,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, XL",PURPLE,XL,,,2/29/16,FESJC,Untitled_files/thumbails/957a.jpg,Untitled_files/fullsize/957a.jpg
CUP2355   ,16,16,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 2XL",PURPLE,2XL,,,7/2/15,FESJC,Untitled_files/thumbails/957a.jpg,Untitled_files/fullsize/957a.jpg
CUP2356   ,6,6,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 3XL",PURPLE,3XL,,,7/2/15,FESJC,Untitled_files/thumbails/957a.jpg,Untitled_files/fullsize/957a.jpg
CUP2360   ,2,2,VINYL BANNER,70 X 31: MCKAYLEE'S RIDE FEDEX ST. JUDE CLASSIC 2012,,70 X 31,,,7/15/15,FESJC,Untitled_files/thumbails/970.jpg,Untitled_files/fullsize/970.jpg
CUP2361   ,2,2,VINYL BANNER,70 X 31: FEDEX PURPLE EAGLE,,70 X 31,,,7/15/15,FESJC,Untitled_files/thumbails/971.jpg,Untitled_files/fullsize/971.jpg
CUP2362   ,2,2,VINYL BANNER,70 X 31: THE HAYES EXPRESS FEDEX ST. JUDE CLASSIC 2013,,70 X 31,,,7/15/15,FESJC,Untitled_files/thumbails/972.jpg,Untitled_files/fullsize/972.jpg
CUP2363   ,2,2,VINYL BANNER,70 X 31: TYLER SOARS FEDEX ST. JUDE CLASSIC 2015: ABOUT TYLER,,70 X 31,,,7/15/15,FESJC,Untitled_files/thumbails/973.jpg,Untitled_files/fullsize/973.jpg
CUP2364   ,2,2,VINYL BANNER,70 X 31: TYLER SOARS FEDEX ST. JUDE CLASSIC 2015,,70 X 31,,,7/15/15,FESJC,Untitled_files/thumbails/974.jpg,Untitled_files/fullsize/974.jpg
CUP2365   ,2,2,VINYL BANNER,70 X 31: ALLIE'S AIRDANCE FEDEX ST. JUDE CLASSIC 2014,,70 X 31,,,7/15/15,FESJC,Untitled_files/thumbails/975.jpg,Untitled_files/fullsize/975.jpg
CUP2366   ,6,6,SIGNAGE,HARDWARE ONLY: FOR 70 X 31 VINYL BANNERS,,,,,7/15/15,FESJC,Untitled_files/thumbails/984.jpg,Untitled_files/fullsize/984.jpg
CUP2367   ,"3,257","3,257",LIP BALM,LIP BALM: FEDEX CUP: NATURAL FLAVOR: GOLF BALL CAP,,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/022.jpg,Untitled_files/fullsize/022.jpg
CUP2368   ,3,3,CINCH BAG,CLEAR W/ PURPLE: FEDEX CUP,,,,,10/28/15,Miscellaneous,Untitled_files/thumbails/992.jpg,Untitled_files/fullsize/992.jpg
CUP2369   ,6,6,CINCH BAG,WITH AMENITIES: CLEAR W/ PURPLE: FEDEX CUP,,,,,10/28/15,Miscellaneous,Untitled_files/thumbails/993.jpg,Untitled_files/fullsize/993.jpg
CUP2370   ,267,267,SELFIE STICK,BLACK: FEDEX CUP,BLACK,,,,8/6/15,Miscellaneous,Untitled_files/thumbails/988.jpg,Untitled_files/fullsize/988.jpg
CUP2371   ,1,1,WHITE BOARD,MAGNETIC: FEDEX CUP,,,,,8/6/15,Miscellaneous,Untitled_files/thumbails/989.jpg,Untitled_files/fullsize/989.jpg
CUP2372   ,1,1,CALENDAR BOARD,MAGNETIC: FEDEX CUP,,,,,8/6/15,Miscellaneous,Untitled_files/thumbails/990.jpg,Untitled_files/fullsize/990.jpg
CUP2381   ,1,1,JACKET,ZERO RESTRICTION: GRAY: FEDEX CUP: SM,GRAY,SM,,,8/6/15,Miscellaneous,Untitled_files/thumbails/990.jpg,Untitled_files/fullsize/990.jpg
CUP2384   ,1,1,JACKET,ZERO RESTRICTION: GRAY: FEDEX CUP: XL,GRAY,XL,,,8/6/15,Miscellaneous,Untitled_files/thumbails/987.jpg,Untitled_files/fullsize/987.jpg
CUP2390   ,4,4,LOGO COVER-UP MATERIAL,FEDEX GROUND,,,,,8/13/15,Miscellaneous,Untitled_files/thumbails/028a.jpg,Untitled_files/fullsize/028a.jpg
CUP2392   ,12,12,PLATES,DINNER PLATE: BAMBOO: 25 PER PACK: FEDEX,,25 PER PK,,,6/28/16,Hospitality Supplies,Untitled_files/thumbails/029a.jpg,Untitled_files/fullsize/029a.jpg
CUP2393   ,945,945,HERO CARDS,BILLY HORSCHEL,,,,,8/13/15,Miscellaneous,Untitled_files/thumbails/030a.jpg,Untitled_files/fullsize/030a.jpg
CUP2394   ,"1,549","1,531",CINCH BAG,CLEAR W/ BLACK: FEDEX CUP,,,,,4/19/16,Miscellaneous,Untitled_files/thumbails/024.jpg,Untitled_files/fullsize/024.jpg
CUP2412   ,1,1,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, MD",CHARCOAL,MD,,,11/18/15,Apparel,Untitled_files/thumbails/061.jpg,Untitled_files/fullsize/061.jpg
CUP2413   ,7,7,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, LG",CHARCOAL,LG,,,11/18/15,Apparel,Untitled_files/thumbails/982.jpg,Untitled_files/fullsize/982.jpg
CUP2414   ,7,7,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, XL",CHARCOAL,XL,,,11/18/15,Apparel,Untitled_files/thumbails/982.jpg,Untitled_files/fullsize/982.jpg
CUP2415   ,1,1,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, 2XL",CHARCOAL,2XL,,,11/18/15,Apparel,Untitled_files/thumbails/982.jpg,Untitled_files/fullsize/982.jpg
CUP2422   ,3,4,MEN'S PULLOVER,"ADIDAS, BLACK, RIGHT ARM-FEDEX, MD",BLACK,MD,,,5/31/16,Apparel,Untitled_files/thumbails/982.jpg,Untitled_files/fullsize/982.jpg
CUP2423   ,1,2,MEN'S PULLOVER,"ADIDAS, BLACK, RIGHT ARM-FEDEX, LG",BLACK,LG,,,5/31/16,Apparel,Untitled_files/thumbails/108.jpg,Untitled_files/fullsize/108.jpg
CUP2424   ,4,4,MEN'S PULLOVER,"ADIDAS, BLACK, RIGHT ARM-FEDEX, XL",BLACK,XL,,,11/18/15,Apparel,Untitled_files/thumbails/108.jpg,Untitled_files/fullsize/108.jpg
CUP2430   ,1,1,BOARD,"CURRENT STANDINGS, FEDEXCUP LOGO",,,,,2/8/16,Miscellaneous,Untitled_files/thumbails/104a.jpg,Untitled_files/fullsize/104a.jpg
CUP2530   ,18,18,CAP,MEN'S; DARK GREY & BLACK; OGIO; FEDEXCUP,,,,,2/16/16,Apparel,Untitled_files/thumbails/102a.jpg,Untitled_files/fullsize/102a.jpg
CUP2531   ,7,7,PIN FLAG,"FEDEXCUP PLAYOFFS, PGA LOGO, WHITE, 2015",WHITE,,,,3/4/16,Signage,Untitled_files/thumbails/105a.jpg,Untitled_files/fullsize/105a.jpg
CUP2532   ,1,1,BANNER,"WHITE, FEDEXCUP, LARGE",WHITE,,,,3/4/16,Signage,Untitled_files/thumbails/110a.jpg,Untitled_files/fullsize/110a.jpg
CUP2533   ,41,41,JOURNAL,"FEDEXCUP, BLACK, 8X10",BLACK,,,,3/4/16,Miscellaneous,Untitled_files/thumbails/106a.jpg,Untitled_files/fullsize/106a.jpg
CUP2534   ,7,7,JOURNAL,"FEDEXCUP, BLACK, 6X9",BLACK,,,,3/4/16,Miscellaneous,Untitled_files/thumbails/107b.jpg,Untitled_files/fullsize/107b.jpg
CUP2537   ,"4,750","4,015",LANYARD,"3/4", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN WHITE""/4", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN WH""4", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN """, PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN"", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN",,,,,4/15/16,Credentials,Untitled_files/thumbails/188a.jpg,Untitled_files/fullsize/188a.jpg
CUP2538   ,"5,250","5,018",BADGE HOLDERS,"CLEAR, FEDEX LOGO IN PURPLE, 4 1/2 x 8",CLEAR,4 1/2 x 8,,,4/19/16,Credentials,Untitled_files/thumbails/189b.jpg,Untitled_files/fullsize/189b.jpg
CUP2539   ,10,10,LUGGAGE,"VICTORINOX, SPECTRA 2.0, 32.3"/82CM, 8 WHEELED, NAVY BLUE""ICTORINOX, SPECTRA 2.0, 32.",NAVY BLUE,"32.3"/82CM""2.3"/"".",,,4/19/16,Staff Apparel,Untitled_files/thumbails/190a.jpg,Untitled_files/fullsize/190a.jpg
CUP2540   ,29,29,CINCH BAG,"CLEAR W/BLACK, W/ BLACK/CHARCOAL CAP,HAND SANITIZER, GUM, LIP BALM, LOTION, BLACK SHARPIE, FEDEXCUP",CLEAR,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/241a.jpg,Untitled_files/fullsize/241a.jpg
CUP2541   ,1,1,SIGN,"METAL, "LOBBY SIGN", 70W X 21H, FEDEX LOGO""ETAL, "LOBBY SIGN", 70W X 21H, FED""TAL, "LOBBY SIGN", 70W X 21""AL, "LOBBY SIGN", 70W""L, "LOBBY SIGN","", "LOBBY SIG"" "LOBBY S"""LOBBY ""LOBBY ",,,,,5/4/16,Signage,Untitled_files/thumbails/223a.jpg,Untitled_files/fullsize/223a.jpg
CUP2542   ,97,97,CINCH BAG,"CLEAR W/BLACK, W/ HAND SANITIZER, GUM, LIP BALM, LOTION, BLACK SHARPIE, FEDEXCUP (NO CAP)",CLEAR,,,,7/13/16,Hospitality Supplies,Untitled_files/thumbails/240a.jpg,Untitled_files/fullsize/240a.jpg
CUP2543   ,77,77,DRAWSTRING POUCH,"PINK, FEDEX CUP IN WHITE",PINK,,,,6/8/16,Miscellaneous,Untitled_files/thumbails/245b.jpg,Untitled_files/fullsize/245b.jpg
CUP2544   ,25,25,NAPKIN,"DINNER, PK OF 200, PURPLE/PLATINUM FEDEX LOGO",PURPLE/PLATINUM,,,,6/2/16,Hospitality Supplies,Untitled_files/thumbails/246a.jpg,Untitled_files/fullsize/246a.jpg
CUP2545   ,10,10,NAPKIN," BEVERAGE, PK OF 250, PURPLE/PLATINUM FEDEX LOGO",PURPLE/PLATINUM,,,,6/2/16,Hospitality Supplies,Untitled_files/thumbails/247a.jpg,Untitled_files/fullsize/247a.jpg
CUP2546   ,"4,940","4,940",WATER BOTTLE,"INSULATED, POLAR BOTTLE, FEDEX CUP",,24 OZ,,,7/13/16,Miscellaneous,Untitled_files/thumbails/247a.jpg,Untitled_files/fullsize/247a.jpg
CUP2547   ,"1,490","1,405",NAME BADGE,"SILVER W/ MAGNET, PURPLE FEDEX",SILVER,"1.5" X 3""".5" X""5"""",,,8/30/16,Credentials,Untitled_files/thumbails/249a.jpg,Untitled_files/fullsize/249a.jpg
CUP2548   ,"1,493","1,428",NAME BADGE,"SILVER W/MAGNET, PURPLE FEDEX HOST",SILVER,"1.5" X 3""".5" X""5"""",,,8/30/16,Credentials,Untitled_files/thumbails/248a.jpg,Untitled_files/fullsize/248a.jpg
CUP2549   ,"5,303","4,792",NAME BADGE,"WHITE W/MAGNET, PURPLE/SILVER FEDEX",WHITE,"1.5" X 3""".5" X""5"""",,,8/30/16,Credentials,Untitled_files/thumbails/250a.jpg,Untitled_files/fullsize/250a.jpg
CUP2550   ,1,2,BACKDROP,"FEDEX CARES, STEP AND REPEAT PATTERN",,,,,8/22/16,Signage,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2551   ,11,11,PILLOWS,PURPLE FEDEX PILLOWS,PURPLE,,,,8/5/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2552   ,"1,024","1,024",FROST CUPS,FROST CUPS WITH PURPLE  LID AND STRAW,FROST/PURPLE,,,,8/5/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2553   ,"2,209","2,209",HAND FAN,"2 SIDED, HUSH Y'ALL, & COURSE MAP",,,,,8/5/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2554   ,125,125,ZIPPER BAG," ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE)",CLEAR/BLACK,,,,8/5/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2555   ,147,147,ZIPPER BAG,"ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE), PLUS A GREY/WHITE HAT",CLEAR/BLACK,,,,8/5/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2556   ,23,23,ZIPPER BAG,"ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE), PLUS A SEERSUCKER HAT",CLEAR/BLACK,,,,8/5/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2557   ,45,45,ZIPPER BAG,"ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE), PLUS CORD ORGANIZERS, GREY ST. JUDE CLASSIC BAG, SEERSUCKER WATER BOTTLE",CLEAR/BLACK,,,,8/5/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2558   ,122,122,WRISTBANDS,NO IMPRINT,PURPLE/RED/ORANGE,,,,8/5/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2559   ,216,216,CHAMPAGNE FLUTE,"GOVINO, NO IMPRINT",,,,,8/5/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2560   ,294,200,ZIPPER BAG,BLACK FEDEX,CLEAR/BLACK,,,,8/24/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2571   ,15,15,LADIES T-SHIRT,"BELLA/CANVAS, FEDEX",PURPLE,SM,,,8/24/16,Apparel,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2590   ,375,375,WRISTBANDS,NO IMPRINT,RED,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2591   ,483,483,WRISTBANDS,NO IMPRINT,ORANGE,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2592   ,572,572,LID,EXTRA PIECE FOR ITEM CUP2552,PURPLE,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2593   ,662,662,STRAW,EXTRA PIECE FOR ITEM CUP2552,PURPLE,,,,8/24/16,Hospitality Supplies,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2594   ,200,152,CAP,"NIKE, GREY/WHITE, FESJC LOGO IN WHITE",GREY/WHITE,,,,8/24/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2595   ,204,204,CAP,"BLUE SEERSUCKER, FESJC LOGO IN FULL COLOR",,,,,8/24/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2596   ,202,160,WATER BOTTLE,"INSULATED, SEERSUCKER, 24 OZ, POLAR BOTTLE, FESJC LOGO",,24 OZ,,,8/24/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2597   ,9,9,TOTE,"RUME, COOL GREY, FESJC LOGO",COOL GREY,,,,8/24/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2598   ,227,197,POUCH,"RUME, SMALL W/ ZIPPER, WHITE W/ FULL COLOR FESJC LOGO, CORD ORGANIZERS INSIDE",,,,,8/24/16,FESJC,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2599   ,1,1,TIFFANY BOX,"FLANNEL BAGS FOR TROPHY AND BASE, INSPECTION GLOVES INSIDE",,,,,8/24/16,Miscellaneous,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2601   ,4,4,BANNER,"FEDEX CARES, COMPANION FOR A-FRAME SIGNS",,,,,8/24/16,Miscellaneous,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
CUP2602   ,"3,975","3,975",SHARPIE,"BLACK, FEDEXCUP FINE POINT RETRACTABLE",BLACK,,,,8/24/16,Miscellaneous,Untitled_files/thumbails/226.jpg,Untitled_files/fullsize/226.jpg
LMP0001   ,36,88,Book,""3 Minutes to Success"""3 Minutes to Success"""",,,,,5/21/10,Local Market,Untitled_files/thumbails/551.jpg,Untitled_files/fullsize/551.jpg
LMP0002   ,46,46,Book,""Gender Talk Works"""Gender Talk Works"""",,,,,4/16/10,Local Market,Untitled_files/thumbails/463.jpg,Untitled_files/fullsize/463.jpg
LMP0003   ,10,10,Pen Set,Cross,,,,FedEx,8/9/11,Local Market,Untitled_files/thumbails/520a.jpg,Untitled_files/fullsize/520a.jpg
LMP0017   ,20,19,"Bag, Tote",Organic,,,,,5/4/10,Local Market,Untitled_files/thumbails/406a.jpg,Untitled_files/fullsize/406a.jpg
LMP0040   ,3,3,"Banner, Folded",,,,,FedEx Trade Networks,4/16/10,Local Market,Untitled_files/thumbails/526.jpg,Untitled_files/fullsize/526.jpg
LMP0041   ,4,4,"Banner, Folded",,,,,FedEx Freight,10/13/11,Local Market,Untitled_files/thumbails/526.jpg,Untitled_files/fullsize/526.jpg
LMP0045   ,1,1,"Case, Golf",,,,,,4/16/10,Local Market,Untitled_files/thumbails/513.jpg,Untitled_files/fullsize/513.jpg
LMP0047   ,1,1,Tablecloth,,Purple,,,FedEx Freight,4/16/10,Local Market,Untitled_files/thumbails/477a.jpg,Untitled_files/fullsize/477a.jpg
LMP0048   ,1,1,Tablecloth,,Purple,,,FedEx Trade Networks,4/16/10,Local Market,Untitled_files/thumbails/478a.jpg,Untitled_files/fullsize/478a.jpg
LMP0051   ,4,4,"Centerpiece, Table",Silver,Silver,,,,4/16/10,Local Market,Untitled_files/thumbails/479.jpg,Untitled_files/fullsize/479.jpg
LMP0106   ,3,3,"Stand, H",Small,,Small,,,4/16/10,Local Market,Untitled_files/thumbails/475.jpg,Untitled_files/fullsize/475.jpg
LMP0107   ,11,11,"Stand, H",Large,,Large,,,9/8/10,Local Market,Untitled_files/thumbails/476.jpg,Untitled_files/fullsize/476.jpg
LMP0111   ,1,1,Trophy,FGC,,,,FGC,4/16/10,Local Market,Untitled_files/thumbails/480.jpg,Untitled_files/fullsize/480.jpg
LMP0112   ,5,6,Range Finder,Bushnell Pinseeker,,,,,6/20/13,Local Market,Untitled_files/thumbails/029a.jpg,Untitled_files/fullsize/029a.jpg
LMP0113   ,1,1,Football,,,,NY Jets,,4/16/10,Local Market,Untitled_files/thumbails/474.jpg,Untitled_files/fullsize/474.jpg
LMP0116   ,1,1,"Stand, Metal","Large Panel, 2008 FGC",,,,,4/16/10,Local Market,Untitled_files/thumbails/474.jpg,Untitled_files/fullsize/474.jpg
LMP0124   ,1,2,Golf Clubs,Odyssey,,,,,8/30/13,Golf Clubs,Untitled_files/thumbails/469a.jpg,Untitled_files/fullsize/469a.jpg
LMP0128   ,2,2,Golf Clubs,"Callaway, FT9/DiaAblo",,,,,8/30/13,Golf Clubs,Untitled_files/thumbails/470a.jpg,Untitled_files/fullsize/470a.jpg
LMP0131   ,1,1,User's Guide,Nike Str8-Fit,,,,,5/24/10,Local Market,Untitled_files/thumbails/495a.jpg,Untitled_files/fullsize/495a.jpg
LMP0132   ,34,34,Photo Holder,,white,,,FedEx,5/24/10,Local Market,Untitled_files/thumbails/510a.jpg,Untitled_files/fullsize/510a.jpg
LMP0133   ,1,1,"Kit, Accessory",TaylorMade R9 Driver,,,,,5/24/10,Local Market,Untitled_files/thumbails/553.jpg,Untitled_files/fullsize/553.jpg
LMP0134   ,1,1,Clock/Frame,FedEx/NFL magnet globe,,,,FedEx/NFL,5/24/10,Local Market,Untitled_files/thumbails/865.jpg,Untitled_files/fullsize/865.jpg
LMP0135   ,1,1,Die Case,Unsigned,,,Denny Hamlin,FedEx Racing,5/24/10,Local Market,Untitled_files/thumbails/514a.jpg,Untitled_files/fullsize/514a.jpg
LMP0136   ,16,16,Bracket,Metal/Plastic 2 piece,,,,,5/24/10,Local Market,Untitled_files/thumbails/514a.jpg,Untitled_files/fullsize/514a.jpg
LMP0137   ,27,27,Money Clip,,,,,FGC,12/11/14,Local Market,Untitled_files/thumbails/512a.jpg,Untitled_files/fullsize/512a.jpg
LMP0138   ,4,1,Divot Tool,,,,,FGC,9/17/15,Local Market,Untitled_files/thumbails/521a.jpg,Untitled_files/fullsize/521a.jpg
LMP0139   ,5,3,Signage,Round Arrow sign with velcro,purple/white,"10"""",,,10/13/11,Local Market,Untitled_files/thumbails/521a.jpg,Untitled_files/fullsize/521a.jpg
LMP0140   ,3,3,Signage,Arrow sign with velcro,purple/white,"12" x 14"""2" x 1""" x "" x ",,,10/13/11,Local Market,Untitled_files/thumbails/521a.jpg,Untitled_files/fullsize/521a.jpg
LMP0141   ,2,2,Torque Wrench,Callaway I-Mix,,,,,5/24/10,Local Market,Untitled_files/thumbails/511c.jpg,Untitled_files/fullsize/511c.jpg
LMP0143   ,38,38,Sun Kit,"sunscreen, towelette, lotion",black/white,,,FGC,5/24/10,Local Market,Untitled_files/thumbails/523a.jpg,Untitled_files/fullsize/523a.jpg
LMP0153   ,3,3,Signage,FedEx Event Right arrow,,"22" x 28"""2" x 2""" x "" x ",,,10/13/11,Local Market,Untitled_files/thumbails/523a.jpg,Untitled_files/fullsize/523a.jpg
LMP0154   ,3,3,Signage,FedEx Event Left arrow,,"22" x 28"""2" x 2""" x "" x ",,,10/13/11,Local Market,Untitled_files/thumbails/523a.jpg,Untitled_files/fullsize/523a.jpg
LMP0158   ,1,1,"Display, Pop Up",2009 FGC,,,,FGC,5/24/10,Local Market,Untitled_files/thumbails/523a.jpg,Untitled_files/fullsize/523a.jpg
LMP0161   ,5,5,Tablecloth,Local Marketing,Purple,,,,6/4/14,Local Market,Untitled_files/thumbails/151b.jpg,Untitled_files/fullsize/151b.jpg
LMP0162   ,1,1,Backdrop,Curtain,Black,,,,5/24/10,Local Market,Untitled_files/thumbails/581.jpg,Untitled_files/fullsize/581.jpg
LMP0162   ,1,1,Backdrop,Curtain,Black,,,,5/24/10,Local Market,Untitled_files/thumbails/581.jpg,Untitled_files/fullsize/581.jpg
LMP0163   ,1,2,"Kit, Golf","Cinch Bag, Cap, 3 Golf Balls, Towel",White,,,,9/28/10,Local Market,Untitled_files/thumbails/581.jpg,Untitled_files/fullsize/581.jpg
LMP0167   ,2,1,Shipping case for golf bag,,,,,FGC,6/3/11,Local Market,Untitled_files/thumbails/383b.jpg,Untitled_files/fullsize/383b.jpg
LMP0168   ,1,1,Flag,FGC,,,,FGC,4/27/10,Local Market,Untitled_files/thumbails/461b.jpg,Untitled_files/fullsize/461b.jpg
LMP0169   ,2,1,Club Protector,Stiff Arm,,,,,4/27/10,Local Market,Untitled_files/thumbails/458b.jpg,Untitled_files/fullsize/458b.jpg
LMP0171   ,18,18,Fan,"Silver, Battery Operated, FedEx",Silver,,,FedEx,5/26/10,Local Market,Untitled_files/thumbails/473a.jpg,Untitled_files/fullsize/473a.jpg
LMP0193   ,29,29,CADDY BIB,"WHITE, FEDEXCUP GOLF CHALLENGE",WHITE,,,,8/10/11,Local Market,Untitled_files/thumbails/481a.jpg,Untitled_files/fullsize/481a.jpg
LMP0198   ,1,1,TICKETS,"ROLL, 2 PART",,,,,8/13/15,Local Market,Untitled_files/thumbails/508a.jpg,Untitled_files/fullsize/508a.jpg
LMP0200   ,12,12,BOOK,INSTYLE,,,,,8/9/10,Local Market,Untitled_files/thumbails/509b.jpg,Untitled_files/fullsize/509b.jpg
LMP0202   ,2,2,GOLF CLUB COVER,"BLACK, NIKE",BLACK,,,,10/29/10,Local Market,Untitled_files/thumbails/546a.jpg,Untitled_files/fullsize/546a.jpg
LMP0211   ,1,4,GOLF CLUB,CALLAWAY WEDGE 56-15,,,,,4/6/16,Golf Clubs,Untitled_files/thumbails/459a.jpg,Untitled_files/fullsize/459a.jpg
LMP0213   ,4,2,"BANNER, RETRACTABLE",FEDEX IN PURPLE/SILVER,,,,,8/5/16,Local Market,Untitled_files/thumbails/518.jpg,Untitled_files/fullsize/518.jpg
LMP0214   ,2,2,GOLF CLUB WRENCH,NIKE STR8-FIT,,,,,10/26/10,Local Market,Untitled_files/thumbails/547a.jpg,Untitled_files/fullsize/547a.jpg
